restaurant_key,business_name,aka_name,license_number,street_address,city,state,zip
0,GEORGIO'S GOURMET PIZZA,GEORGIO'S GOURMET PIZZA,2791429.0,11 W DIVISION ST,CHICAGO,IL,60610
1,BYRONS KITCHENS,BYRONS KITCHENS,3596.0,1017 W IRVING PARK RD,CHICAGO,IL,60613
2,"ROSAS TAMALES, INC.",ROSA TAMALES #4,2579251.0,4617-4619 S KEDZIE AVE,CHICAGO,IL,60632
3,SUN WING SUPERMARKET,SUN WING SUPERMARKET,2835868.0,2701 S WELLS ST,CHICAGO,IL,60616
4,TACO MAYA,TACO MAYA,2863048.0,3053 N ASHLAND AVE,CHICAGO,IL,60657
5,NICKY'S RESTAURANT,NICKY'S RESTAURANT,49913.0,7829 S WESTERN AVE,CHICAGO,IL,60620
6,RIZZO'S BAR & INN,THE ROAR ON RUSH,2846186.0,437 N RUSH ST,CHICAGO,IL,60611
7,T'OUI MACARON AND PATISSERIE,T'OUI MACARON AND PATISSERIE,2589672.0,5018 N BROADWAY,CHICAGO,IL,60640
8,SUBWAY,SUBWAY,2262950.0,2008 N HALSTED ST,CHICAGO,IL,60614
9,BOX LUNCH CAFE,LUNCH BOX,2659213.0,906 S HOMAN AVE,CHICAGO,IL,60624
10,FIYA RESTAURANT,FIYA,2134056.0,5419 N CLARK ST,CHICAGO,IL,60640
11,ST. ANNA BAKERY,ST. ANNA BAKERY,2840807.0,2158 S ARCHER AVE,CHICAGO,IL,60616
12,CARNICERIA LA VILLA NO. 2,CARNICERIA LA VILLA #2,2575130.0,5800 W GRAND AVE,CHICAGO,IL,60639
13,HANAS FINER FOOD AND LIQUOR,HANAS FINER FOOD AND LIQUOR,12217.0,1311 E 87TH ST,CHICAGO,IL,60619
14,GLENCREST NURSING & REHAB CTR,GLENCREST NURSING & REHAB CTR,2204186.0,2451 W TOUHY AVE,CHICAGO,IL,60645
15,HIDDEN TREASURE CAFE,HIDDEN TREASURE CAFE,2846208.0,1929 W 87TH ST,CHICAGO,IL,60620
16,PALMA TORCIDA RESTAURANT INC,PALMA TORCIDA RESTAURANT INC,2846015.0,1127 W BRYN MAWR AVE,CHICAGO,IL,60660
17,HEARTY CAFE PANCAKE HOUSE,HEARTY CAFE PANCAKE HOUSE,2026899.0,9623 S WESTERN AVE,CHICAGO,IL,60643
18,BROTHER & SISTERS ALL DAY,ALL TOGETHER NOW,2589262.0,2119 W CHICAGO AVE,CHICAGO,IL,60622
19,VERA LOUNGE LLC,VERA LOUNGE,2808276.0,3235 N CENTRAL AVE,CHICAGO,IL,60634
20,RAGGA'S KITCHEN,RAGGA'S KITCHEN,2689253.0,633 N CICERO AVE,CHICAGO,IL,60644
21,MARCELLO'S MARKET & DELI,MARCELLO'S MARKET & DELI,2398980.0,100 W RANDOLPH ST,CHICAGO,IL,60601
22,MAKOLA AFRICAN SUPERMARKET,MAKOLA AFRICAN SUPERMARKET,2374096.0,1017-1019 W WILSON AVE,CHICAGO,IL,60640
23,BP AM PM GAS STATION,BP AM PM GAS STATION,1847294.0,6701 S JEFFERY BLVD,CHICAGO,IL,60649
24,TOM AND JERRY'S,TOM AND JERRY'S,2664659.0,6359 W MONTROSE AVE,CHICAGO,IL,60634
25,OMAKASE SHOJI,OMAKASE SHOJI,2944019.0,1641 W CHICAGO AVE,CHICAGO,IL,60622
26,GREEK ISLES OF DALLAS,,,5934 ROYAL LN #120,DALLAS,TX,75230
27,ME & MOM'S DINER,,,5057 SINGLETON BLVD,DALLAS,TX,75212
28,FITOS TAQUERIA,,,2808 W CLARENDON DR,DALLAS,TX,75211
29,FIESTA MART BAKERY,,,9727 WEBB CHAPEL RD,DALLAS,TX,75220
30,MILITARY QUICK STOP,,,5936 MILITARY PKWY,DALLAS,TX,75227
31,FIREHOUSE SUBS,,,6401 E NORTHWEST HWY #120,DALLAS,TX,75231
32,JJ FISH,JJ FISH,2626202.0,5211 W NORTH AVE,CHICAGO,IL,60639
33,OLD IRVING BREWING,OLD IRVING BREWING,2374046.0,4415-4419 W MONTROSE AVE,CHICAGO,IL,60641
34,JET'S PIZZA,JET'S PIZZA,2386062.0,1805 N HARLEM AVE,CHICAGO,IL,60707
35,"WARREN PARK HEALTH & LIVING CENTER, LLC",WARREN PARK HEALTH & LIVING CENTER,2208054.0,6700 N DAMEN AVE,CHICAGO,IL,60645
36,NATIONAL HELLENIC MUSEUM,NATIONAL HELLENIC MUSEUM,2115137.0,333-341 S Halsted ST,CHICAGO,IL,60661
37,THE BLACK VEGAN,THE BLACK VEGAN,2780856.0,2300 S KEDZIE AVE,CHICAGO,IL,60623
38,WINGSTOP RESTAURANT,WINGSTOP RESTAURANT,2823023.0,4430 W NORTH AVE,CHICAGO,IL,60639
39,NORTH PARK CHURCH PRESCHOOL,NORTH PARK CHURCH PRESCHOOL,2215787.0,5250 N CHRISTIANA AVE,CHICAGO,IL,60625
40,NAANSENSE,NAANSENSE,2841502.0,178 N FRANKLIN ST,CHICAGO,IL,60606
41,SUPERMERCADO LA GLORIA,SUPERMERCADO LA GLORIA,2188943.0,4117-4125 S KEDZIE AVE,CHICAGO,IL,60632
42,TIO LUIS TACOS AND CAFE,TIO LUIS TACOS AND CAFE,2535333.0,3856 S ARCHER AVE,CHICAGO,IL,60632
43,MED KITCHEN,GREEK KITCHEN,2055163.0,219 W WASHINGTON ST,CHICAGO,IL,60606
44,LA VINA DEL MAR,LA VINA DEL MAR,2125555.0,5900 W 63RD ST,CHICAGO,IL,60638
45,"RAMOS FOODS, INC.",EL SUR FOODS,2578372.0,4500 S WOOD ST,CHICAGO,IL,60609
46,MAXWELL STREET HARRISON,ORIGINAL MAXWELL STREET,2247280.0,3801 W HARRISON ST,CHICAGO,IL,60624
47,CHICAGO ARTISAN MARKET - FULTON MARKET,CHICAGO ARTISAN MARKET - FULTON MARKET,2886518.0,401 N MORGAN ST,CHICAGO,IL,60642
48,CREEPIES,CREEPIES,3002231.0,1358 W RANDOLPH ST,CHICAGO,IL,60607
49,KISHA'S KITCHEN INC,KISHA'S KITCHEN INC,2767315.0,10343 S HALSTED ST,CHICAGO,IL,60628
50,GONG CHA,GONG CHA,2857401.0,1139 W SHERIDAN RD,CHICAGO,IL,60660
51,FOOD TOWN II,FOOD TOWN II,2867899.0,4401 N HAZEL ST,CHICAGO,IL,60640
52,TIME OUT MARKET,TIME OUT MARKET,2589939.0,916-926 W FULTON MARKET,CHICAGO,IL,60607
53,PHO'S THAI CUISINE,PHO'S THAI CUISINE,2298798.0,3332 N LINCOLN AVE,CHICAGO,IL,60657
54,TWEET,TWEET,1305343.0,5020 N SHERIDAN RD,CHICAGO,IL,60640
55,FIRE NUTRITION,FIRE NUTRITION,2818233.0,2146 W CERMAK RD,chicago,IL,60608
56,SHERATON GRAND CHICAGO RIVERWALK,BANQUETS/ MEETING ROOMS,2996902.0,301 E NORTH WATER ST,CHICAGO,IL,60611
57,NORWOOD PARK ELEMENTARY SCHOOL,NORWOOD PARK ELEMENTARY SCHOOL,24711.0,5900 N Nina (7200W) AVE,CHICAGO,IL,60631
58,JOHN Q ADAMS ELEM SCH,,,8239 LAKE JUNE RD,DALLAS,TX,75217
59,THE GEM,,,5915 FOREST LN #360,DALLAS,TX,75230
60,CHICKEN CHRIS LLC,,,8300 LA PRADA DR #168,DALLAS,TX,75228
61,THE RABBIT HOLE BAR & GRILL,,,3826 ROSS AVE,DALLAS,TX,75204
62,YANG GARDEN LLC,,,2315 BURLINGTON,DALLAS,TX,75208
63,CAFE 47,CAFE 47,2862470.0,4612 S ASHLAND AVE,CHICAGO,IL,60609
64,WRIGLYEVILLE ROOFTOPS,WRIGLYEVILLE ROOFTOPS,2836025.0,1000-1010 W WAVELAND AVE,CHICAGO,IL,60613
65,D.P. DOUGH,D.P. DOUGH,2918514.0,1751 N SHEFFIELD AVE,CHICAGO,IL,60614
66,POCHOS,POCHOS,2891234.0,1727 W 18TH ST,CHICAGO,IL,60608
67,GRAND RISING CAFE,GRAND RISING CAFE,61624.0,2632 E 75TH ST,CHICAGO,IL,60649
68,MAY MAY GOURMET FOOD INC,MAY MAY GOURMET FOOD INC,1249768.0,210 W 23RD ST,CHICAGO,IL,60616
69,"SUMMIT GROCERY ROGERS PARK, INC",SUMMIT GROCERY ROGERS PARK,2738557.0,7300 N ROGERS AVE,CHICAGO,IL,60626
70,LINCOLN PARK PRESCHOOL & KINDERGARTEN,LINCOLN PARK PRESCHOOL & KINDERGARTEN,2487715.0,2150 N LINCOLN PARK WEST,CHICAGO,IL,60614
71,RAW,CHICAGO RAW COMMISSARY,2342341.0,320 N DAMEN AVE,CHICAGO,IL,60612
72,DORIS CATERING,DORIS CATERING,62201.0,4204 W NORTH AVE,CHICAGO,IL,60639
73,KHAMAI,KHAMAI,2971449.0,6576-6590 N SHERIDAN,CHICAGO,IL,60626
74,BITTER POPS,BITTER POPS,2717894.0,3357-3361 N LINCOLN AVE,CHICAGO,IL,60657
75,CINQASET,CINQASET,2934056.0,938 W FULTON MARKET,CHICAGO,IL,60607
76,PANCHO'S ICE CREAM,PANCHO'S ICE CREAM,2256343.0,4055 W 31ST ST,CHICAGO,IL,60623
77,NEW TEA GARDEN CHOP SUEY,NEW TEA GARDEN CHOP SUEY,2423435.0,11342 S MICHIGAN AVE,CHICAGO,IL,60628
78,SUBWAY,SUBWAY,2917484.0,6920 S ASHLAND AVE,CHICAGO,IL,60636
79,L & P FOODS,L & P FOODS,5079.0,7047 S STATE ST,CHICAGO,IL,60637
80,UP N SMOKE 2100,UP N SMOKE,2868664.0,2001 W CERMAK RD,CHICAGO,IL,60608
81,DEEP PURPL,DEEP  PURPL ACAI BOWLS,2792119.0,2472 N CLARK ST,CHICAGO,IL,60614
82,DR DETON J BROOKS HEADSTART,DR DETON J BROOKS HEADSTART,2215766.0,6921 S STONY ISLAND AVE,CHICAGO,IL,60649
83,THE WEINER'S CIRCLE,WEINER CIRCLE,2781602.0,2622 N CLARK ST,CHICAGO,IL,60614
84,SUGAR BABY'S CAFE,SUGAR BABY'S CAFE,2781369.0,742 W GARFIELD BLVD,CHICAGO,IL,60609
85,GERALD DELGADO KANOON ELEMENTARY,GERALD DELGADO KANOON ELEMENTARY,29071.0,2233 S Kedzie (3200W),CHICAGO,IL,60623
86,ROTI MODERN MEDITERRANEAN,ROTI,2470641.0,80 E LAKE ST,CHICAGO,IL,60601
87,HILLCREST HIGH SCHOOL,,,9924 HILLCREST RD,DALLAS,TX,75230
88,FITOS TACOS DE TROMPO,,,4611 COLUMBIA AVE #102,DALLAS,TX,75226
89,ROUNDHOUSE BAR,,,5625 VILLAGE GLEN DR,DALLAS,TX,75206
90,J + L FAMILY LEARNING DAYCARE CENTER,J + L FAMILY LEARNING DAYCARE CENTER,2220707.0,11638-11640 S WENTWORTH AVE,CHICAGO,IL,60628
91,TAQUERIA EL PALMAR,TAQUERIA EL PALMAR,66197.0,1008 1/2 W IRVING PARK RD,CHICAGO,IL,60613
92,JEWEL FOOD STORE #3170,JEWEL / OSCO,1366.0,5320 S PULASKI RD,CHICAGO,IL,60632
93,KONAK RESTAURANT,KONAK RESTAURANT,15910.0,5150 N CLARK ST,CHICAGO,IL,60640
94,"COMPASS GROUP USA, INC.","COMPASS GROUP USA, INC.",2830631.0,233 S WACKER DR,CHICAGO,IL,60606
95,CAJUN BOIL & SHAKE,CAJUN BOIL & SHAKE,2835885.0,5500 S SHORE DR,CHICAGO,IL,60637
96,RECLAIMED BAR AND RESTAURANT,RECLAIMED BAR AND RESTAURANT,1000774.0,3655 N WESTERN AVE,CHICAGO,IL,60618
97,MR POLLO EXPRESS,MR POLLO EXPRESS,2757999.0,4477 W LAWRENCE AVE,CHICAGO,IL,60630
98,GIGIS FOOD MARKET,63RD FOOD MART,2551207.0,3101 W 63RD ST,CHICAGO,IL,60629
99,QUE RICO!,QUE RICO!,2757278.0,4454 S WESTERN AVE,CHICAGO,IL,60609
100,NETTELHORST ELEMENTARY,NETTELHORST ELEMENTARY,24661.0,3252 N Broadway (600W),CHICAGO,IL,60657
101,BARNEY'S PIZZA,BARNEY'S PIZZA,1742764.0,5648 W CHICAGO AVE,CHICAGO,IL,60651
102,TNT RESTAURANT,TNT RESTAURANT,2881898.0,5405-5409 W MADISON ST,CHICAGO,IL,60644
103,POPEYES CHICKEN,POPEYES CHICKEN,2646821.0,156 N WABASH AVE FL 1,CHICAGO,IL,60601
104,GETIR,GETIR,2912081.0,5430 N CLARK ST,CHICAGO,IL,60640
105,69TH GROCERY STORE,69TH GROCERY STORE,2009322.0,331 E 69th ST,CHICAGO,IL,60637
106,EGG HARBOR CAFE,EGG HARBOR CAFE,2856480.0,800 N WELLS ST,CHICAGO,IL,60610
107,LOU MALNATIS PIZZERIA,LOU MALNATIS PIZZERIA,1844787.0,1520 N DAMEN AVE,CHICAGO,IL,60622
108,DELI & MORE,DELI & MORE,2341717.0,330 W DIVERSEY PKWY,CHICAGO,IL,60657
109,HAPPY FOODS,HAPPY FOODS,1618656.0,6415 N CENTRAL AVE,CHICAGO,IL,60646
110,SPACCANAPOLI,SPACCA NAPOLI,1475902.0,1769 W SUNNYSIDE AVE,CHICAGO,IL,60640
111,STARBUCKS,STARBUCKS (T3 L20),2609682.0,11601 W TOUHY AVE,CHICAGO,IL,60666
112,WENDY'S PROPERTIES LLC,WENDY'S,2405948.0,3610 N WESTERN AVE,CHICAGO,IL,60618
113,AADHYA GROCERY STORE,AADHYA GROCERY STORE,2956134.0,3951 W LAWRENCE AVE,CHICAGO,IL,60625
114,DA LOBSTA RIVER NORTH,IRL,2550952.0,835 N MICHIGAN AVE,CHICAGO,IL,60611
115,"TONO TACOS, INC.","TONO TACOS, INC.",2284711.0,6104 W DIVERSEY AVE,CHICAGO,IL,60639
116,DOLLOP COFFEE BAR,DOLLOP COFFEE,2418814.0,866 N DEWITT PL,CHICAGO,IL,60611
117,POZOLERIA IGUALA IN CHICAGO INC.,POZOLERIA IGUALA IN CHICAGO,2528388.0,3835 W FULLERTON AVE,CHICAGO,IL,60647
118,CHIPOTLE MEXICAN GRILL #3433,CHIPOTLE MEXICAN GRILL,2670642.0,1017 W ADDISON ST,CHICAGO,IL,60613
119,7-ELEVEN #33698J,7-ELEVEN #33698J,2797012.0,6401 N SHERIDAN RD,CHICAGO,IL,60626
120,KUSANYA INC,KUSANYA INC,2294418.0,825 W 69TH ST,CHICAGO,IL,60621
121,I-CAFE SUKUR'S PLACE/PIDE VE LAHMACUN,I-CAFE SUKUR'S PLACE,2333622.0,1812-1814 W IRVING PARK RD,CHICAGO,IL,60613
122,PROTEIN BAR,PROTEIN BAR,2079750.0,221 W WASHINGTON ST,CHICAGO,IL,60606
123,RACETRAC PETROLEUM #393,,,1930 W NORTHWEST HWY,DALLAS,TX,75220
124,GREAT OUTDOORS SUB SHOP,,,6918 GREENVILLE AVE,DALLAS,TX,75231
125,THE SALVATION ARMY - SPORT FIELD CONCESSION,,,8341 ELAM RD,DALLAS,TX,75217
126,IT'LL DO CLUB,,,4322 ELM ST,DALLAS,TX,75226
127,STATLER BALLROOM KITCHEN,,,1914 COMMERCE ST,DALLAS,TX,75201
128,AL FRESCO #5,,,650 S GRIFFIN ST,DALLAS,TX,75202
129,MERIT COFFEE,,,7865 FIREFALL WAY #F180,DALLAS,TX,75230
130,EZ STOP,,,2809 S LANCASTER RD,DALLAS,TX,75216
131,BZ MART,,,2911 E LEDBETTER DR,DALLAS,TX,75216
132,JERAN DAY SCHOOL + LEARNING CENTER,JERAN DAY SCHOOL + LEARNING CENTER,2817926.0,5610-5612 N MILWAUKEE AVE,CHICAGO,IL,60646
133,PRIVILEGE,PRIVILEGE,2754205.0,6947 S SOUTH CHICAGO AVE,CHICAGO,IL,60637
134,TAQUERIA EL REY DEL TACO FASHION 1676 INC,TAQUERIA EL REY DEL TACO FASHION 1676 INC,2534801.0,1676 W OGDEN AVE,CHICAGO,IL,60612
135,SUSHI +,SHABUPLUS ROTAY HOT POT,2671368.0,1352 N MILWAUKEE AVE,CHICAGO,IL,60622
136,SMOKE DADDY,SMOKE DADDY,2141406.0,1804-1806 W Division ST,CHICAGO,IL,60622
137,LOST LARSON,LOST LARSON,2583423.0,5318 N CLARK ST,CHICAGO,IL,60640
138,TACO MAX MEXICAN GRILL,TACO MAX MEXICAN GRILL,2699082.0,3402 W MONTROSE AVE,CHICAGO,IL,60618
139,WINDY CITY MARKET,WINDY CITY MARKET,2451871.0,3334-3348 N PULASKI RD,CHICAGO,IL,60641
140,MILAN'S RESTAURANT & BAR,MILANO'S CAFE & BAR,1903556.0,3930-3932 W SCHOOL ST,CHICAGO,IL,60618
141,DUFFY'S TAVERN & GRILLE,DUFFY'S TAVERN & GRILLE,2967110.0,420-422 W DIVERSEY PKWY,CHICAGO,IL,60614
142,PASSION T CATERING,PASSION T,2906665.0,3412 W 79TH ST,CHICAGO,IL,60652
143,SBARROS,SBARROS,2709316.0,151 N MICHIGAN AVE,CHICAGO,IL,60601
144,MADISON,MADISON,24301.0,7433 S Dorchester,CHICAGO,IL,60619
145,DOLLAR TREE STORES #08833,DOLLAR TREE,2781398.0,6355 W BELMONT AVE,CHICAGO,IL,60634
146,7-ELEVEN #337288,7-ELEVEN #337288,1922853.0,645 N KINGSBURY ST,CHICAGO,IL,60654
147,S2 EXPRESS GRILL,S2 EXPRESS GRILL,2918491.0,420 S CLARK ST,CHICAGO,IL,60605
148,HALE FAMILY MCDONALD'S,MCDONALDS,2536664.0,2425 E 79TH ST,CHICAGO,IL,60649
149,NOLA CAFE & BAR,NOLA CAFE & BAR,2333110.0,3481 N CLARK ST,CHICAGO,IL,60657
150,ALEXANDRA FOODS,ALEXANDRA FOODS,2822946.0,3300 N CENTRAL AVE,CHICAGO,IL,60634
151,THE QUARRY EVENT CENTER/GEODE RESTAURANT,THE QUARRY EVENT CENTER/GEODE RESTAURANT,2563429.0,2419-2427 E 75TH ST,CHICAGO,IL,60649
152,UNITED CLUB,UNITED CLUB (T-1 B6),2818274.0,11601 W TOUHY AVE,CHICAGO,IL,60666
153,ZARELLA PIZZERIA & TAVERNA,ZARELLA PIZZERIA & TAVERNA,3006637.0,531 N WELLS ST,CHICAGO,IL,60654
154,TH&H GROUP INC,TH&H GROUP,2850966.0,5401 W AUGUSTA BLVD,CHICAGO,IL,60651
155,MILTON BRUNSON ELEMENTARY,MILTON BRUNSON ELEMENTARY,2034637.0,932 N CENTRAL AVE,CHICAGO,IL,60651
156,MCDONALD'S,,,13105 MONTFORT DR,DALLAS,TX,75240
157,HARMONY SCIENCE ACADEMY,,,12005 FORESTGATE,DALLAS,TX,75243
158,DAN F LONG JR HIGH SCHOOL,,,2525 FRANKFORD RD,DALLAS,TX,75252
159,BK FOOD MART,,,8200 E RL THORNTON FRWY,DALLAS,TX,75228
160,AL CHILE,,,3806 S POLK ST,DALLAS,TX,75224
161,DOWNSTATE DONUTS,DOWNSTATE DONUTS,2856876.0,1132 W WILSON AVE,CHICAGO,IL,60640
162,WHIRLYBALL,WHIRLYBALL,2245234.0,1825-1855 W WEBSTER AVE,CHICAGO,IL,60614
163,FOREST VIEW BAKERY,FOREST VIEW BAKERY,28233.0,6454 N MILWAUKEE AVE,CHICAGO,IL,60631
164,MARISCOS EL PUERTO,MARISCOS EL PUERTO,2231999.0,5004-5006 S ARCHER AVE,CHICAGO,IL,60632
165,7 ELEVEN #33591J,7 ELEVEN,2831325.0,4859 N MILWAUKEE AVE,CHICAGO,IL,60630
166,VALERIO'S TROPICAL BAKESHOP,VALERIO'S,2483618.0,5033 N ELSTON AVE,CHICAGO,IL,60630
167,TACO BELL CANTINA,TACO BELL CANTINA,2523554.0,203 E OHIO ST,CHICAGO,IL,60611
168,HARLAN COMM.,HARLAN COMM.,51021.0,9652 S Michigan (100E),CHICAGO,IL,60628
169,PEKING MANDARIN RESTAURANT,PEKING MANDARIN RESTAURANT,30963.0,3457-3459 W LAWRENCE AVE,CHICAGO,IL,60625
170,ADAM FOODS MINI MART INC,ADAM FOODS MINI MART INC,2948872.0,1438 W 103RD ST,CHICAGO,IL,60643
171,STABUCKS COFFEE #19283,STARBUCK'S COFFEE,2283957.0,6350 N BROADWAY,CHICAGO,IL,60660
172,LAS QUECAS,LAS QUECAS/LA CATEDRAL CAFE & RESTAURANT,2133988.0,2500 S CHRISTIANA AVE,CHICAGO,IL,60623
173,LOUIS A. WEISS MEMORIAL HOSPITAL,LOUIS A. WEISS MEMORIAL HOSPITAL,2683693.0,4646 N MARINE DR,CHICAGO,IL,60640
174,BABA GHANOUSH,BABA GHANOUSH,2754171.0,4431 N BROADWAY,CHICAGO,IL,60640
175,ROOM TO PLAY,ROOM TO PLAY,2616931.0,8855 S STATE ST,CHICAGO,IL,60619
176,HOE TOY CHOP SUEY,HOE TOY CHOP SUEY,2432140.0,8559 S STONY ISLAND AVE,CHICAGO,IL,60617
177,PILSEN FOOD PANTRY,PILSEN FOOD PANTRY,0.0,1850 S THROOP ST,CHICAGO,IL,60608
178,"LOS TACOS EXPRESS, INC",LOS TACOS EXPRESS,2589855.0,3742 W MONTROSE AVE,CHICAGO,IL,60618
179,ROBERT'S PIZZA AND DOUGH COMPANY,ROBERT'S PIZZA,2617087.0,411 E ILLINOIS ST,CHICAGO,IL,60611
180,HARVEST FOOD,HARVEST FOOD,2929155.0,4949 N ELSTON AVE,CHICAGO,IL,60630
181,DULCE DE LECHE CAFECITO,DULCE DE LECHE CAFECITO,2886671.0,4054 N WESTERN AVE,CHICAGO,IL,60618
182,BETTIE LOU'S,BETTIE LOU'S,2658879.0,5633-5635 N ASHLAND AVE,CHICAGO,IL,60660
183,MAJANI FOOD EMPORIUM,MAJANI,2534798.0,7167 S EXCHANGE AVE,CHICAGO,IL,60649
184,COOL STUFF,COOL STUFF,1168903.0,3733 N CLARK ST,CHICAGO,IL,60613
185,HAIRE'S GULF SHRIMP,HAIRE'S GULF SHRIMP,2627338.0,7448 S VINCENNES AVE,CHICAGO,IL,60621
186,HOT CITY LOUNGE,HOT CITY LOUNGE,1300.0,7432 S RACINE AVE,CHICAGO,IL,60636
187,PROGO,TRUENORTH,2405682.0,5507 N CLARK ST,CHICAGO,IL,60640
188,DONS DRIVE-IN INC.,DONS DRIVE-IN INC.,2817649.0,7748 S KEDZIE AVE,CHICAGO,IL,60652
189,ADALINA,ADALINA,2780561.0,912 N STATE ST,CHICAGO,IL,60610
190,DICEY'S PIZZA & TAVERN,PARSON'S CHICKEN & FISH,2712340.0,2109-2111 W CHICAGO AVE,CHICAGO,IL,60622
191,STONE CREEK COFFEE,STONE CREEK COFFEE,2641268.0,939 W BELMONT AVE,CHICAGO,IL,60657
192,7GREENS,7GREENS,2670444.0,218 W WASHINGTON ST,CHICAGO,IL,60606
193,"KANGROO KORNER LEARNING  CENTER AND NURSERY, INC.",KANGAROO KORNER LEARNING CENTER,2216017.0,3446-3458 W FULLERTON AVE,CHICAGO,IL,60647
194,HILTON GARDEN INN CHICAGO,THE GARDEN GRILLE,2808767.0,66 E WACKER PL,CHICAGO,IL,60601
195,SOUL VEGAN LUV,SOUL VEGAN LUV,2988283.0,11722 S WESTERN AVE,CHICAGO,IL,60643
196,SHARK FAST FOOD,SHARKS FAST FOOD,2637010.0,338 S CALIFORNIA AVE,CHICAGO,IL,60612
197,SUBWAY,,,8181 S LANCASTER RD STE #C,DALLAS,TX,75241
198,BOOMERJACKS,,,6155 SAMUELL BLVD STE. 200,DALLAS,TX,75228
199,SKILLMAN WOK,,,18900 DALLAS PKWY #109,DALLAS,TX,75287
200,LA ABUELITA PANADERIA,,,3701 W NORTHWEST HWY #186,DALLAS,TX,75220
201,CC YOUNG (LEVEL 2 CAFE),,,4849 W LAWTHER DR,DALLAS,TX,75214
202,VILLAGE BAKING CO,,,308 N BISHOP AVE BU1,DALLAS,TX,75208
203,FIESTA MART FUEL STATION,,,3434 WEBB CHAPEL EXT,DALLAS,TX,75220
204,MCDONALD'S,MCDONALD'S,1969968.0,23 S CLARK ST,CHICAGO,IL,60603
205,POPEYES,POPEYES,2578263.0,9516 S VINCENNES AVE,CHICAGO,IL,60643
206,FRIDA ROOM,FRIDA ROOM,2930092.0,2423 N CLARK ST,CHICAGO,IL,60614
207,ELIZABETH RESTAURANT,ELIZABETH RESTAURANT,2049249.0,4835 N WESTERN AVE,CHICAGO,IL,60625
208,JAMAICAN JERK KING INC.,JAMAICAN JERK KING INC.,2463119.0,206 E 35TH ST,CHICAGO,IL,60616
209,LUPITA'S SUPERMERCADO,LUPITA'S SUPERMERCADO,2690283.0,4301 S ARCHER AVE,CHICAGO,IL,60632
210,WESTERN FOOD MART,EMPIRE FOOD MART,2997031.0,7052 S WESTERN AVE,CHICAGO,IL,60636
211,HYATT PLACE CHICAGO DOWNTOWN THE LOOP,HYATT PLACE,2496218.0,28 N FRANKLIN,CHICAGO,IL,60606
212,FLOWER CONVENIENT MART,FLOWER CONVENIENT MART,2957188.0,4951 S CICERO AVE,CHICAGO,IL,60632
213,GREEN BEAN DAY SCHOOL + NURSERY,GREEN BEAN DAY SCHOOL + NURSERY,2886916.0,233 W HURON ST,CHICAGO,IL,60654
214,BLACK HOLE,BLACK HOLE,1953757.0,1942 W DIVISION ST,CHICAGO,IL,60622
215,SEASHELL RESTAURANT,SEASHELL,2896255.0,1600 W 59TH ST,CHICAGO,IL,60636
216,BABY SHARKS STEAK & LEMONADE INC,BABY SHARKS STEAK & LEMONADE INC,2802956.0,345 N CENTRAL AVE,CHICAGO,IL,60644
217,JJ FISH & CHICKEN,JJ FISH & CHICKEN,2646493.0,412 S KOSTNER AVE,CHICAGO,IL,60624
218,"LEARNING TREE PRESCHOOL AND NURSERY, INC.","LEARNING TREE PRESCHOOL AND NURSERY, INC.",2216002.0,6161 S KEDZIE AVE,CHICAGO,IL,60629
219,TWAIN,TWAIN,2588917.0,2443-2447 N MILWAUKEE AVE,CHICAGO,IL,60647
220,WISHFUL GROCERS,WISHFUL GROCERS,2748917.0,2537 S WABASH AVE,CHICAGO,IL,60616
221,ALDEN NURSING CENTER WENTWORTH,ALDEN NURSING CENTER WENTWORTH,2204177.0,201 W 69TH ST,CHICAGO,IL,60621
222,REALGOOD STUFF CO,REAL GOOD STUFF,2780824.0,2275 N LINCOLN AVE,CHICAGO,IL,60614
223,HAPPY HOLIDAY NURSERY & KINDERGARTEN,HAPPY HOLIDAY NURSERY & KINDERGARTEN,2215659.0,401 E 111TH ST,CHICAGO,IL,60628
224,AMC ROOSEVELT COLLECTION 16,,3002517.0,1011 S DELANO CT,CHICAGO,IL,60605
225,CARE-A-LOT INC,CARE-A-LOT INC,2216863.0,6441 N CENTRAL AVE,CHICAGO,IL,60646
226,ARAMARK AT METHODIST - SPECIALS KITCHEN,,,1441 N BECKLEY AVE,DALLAS,TX,75208
227,CVS PHARMACY,,,6120 E MOCKINGBIRD LN,DALLAS,TX,75214
228,ST RITA'S KITCHEN,,,12521 INWOOD RD,DALLAS,TX,75234
229,WENDY'S #24150,,,10046 MARSH LN,DALLAS,TX,75229
230,FIATTO,,,3700 MCKINNEY AVE #126,DALLAS,TX,75204
231,THREE DOTS AND A DASH,THREE DOTS AND A DASH,2162354.0,435 N CLARK ST,CHICAGO,IL,60654
232,TAQUERIA EL BOSQUE,TAQUERIA EL BOSQUE,2967278.0,3652 W LAWRENCE AVE,CHICAGO,IL,60625
233,STARBUCKCOFFEE #82724,STARBUCKS COFFEE #82724,2988816.0,3105 W 26TH ST,CHICAGO,IL,60623
234,CAPRIOTTI'S SANDWICH SHOP- LINCOLN PARK,CAPRIOTTI'S SANDWICH SHOP- LINCOLN PARK,2850944.0,1730 W FULLERTON AVE,CHICAGO,IL,60614
235,ARAMI,ARAMI,2032955.0,1829 W CHICAGO AVE,CHICAGO,IL,60622
